code,display_name,line_item_description,kind,type_code,category_code,unit_type_ref,unit_cost,buy_cost,markup_type,markup_value,tax_rate,pricing_mode,fixed_unit_cost,external_reference
LAB-EXT-033,Appliance install (per hr),Labour to install dishwasher or washing machine for insurance building repair scope item 33,primitive,labour,plumbing,hr,103.20,86.00,percent,20,0.10,,,
LAB-EXT-034,Gas leak make safe (per hr),Labour to isolate gas leak and make safe appliance for insurance building repair scope item 34,primitive,labour,plumbing,hr,105.60,88.00,percent,20,0.10,,,
LAB-EXT-035,Cornice repair (per hr),Labour to repair damaged cornice section for insurance building repair scope item 35,primitive,labour,plastering,hr,108.00,90.00,percent,20,0.10,,,
LAB-EXT-036,Bulkhead build (per hr),Labour to construct plasterboard bulkhead for insurance building repair scope item 36,primitive,labour,plastering,hr,110.40,92.00,percent,20,0.10,,,
LAB-EXT-037,Stair balustrade (per hr),Labour to replace stair balustrade section for insurance building repair scope item 37,primitive,labour,carpentry,hr,112.80,94.00,percent,20,0.10,,,
LAB-EXT-038,Wardrobe fit out (per hr),Labour to install wardrobe fit out kit for insurance building repair scope item 38,primitive,labour,carpentry,hr,115.20,96.00,percent,20,0.10,,,
LAB-EXT-039,Tile waterproof (per hr),Labour to apply liquid waterproof membrane for insurance building repair scope item 39,primitive,labour,general,hr,117.60,98.00,percent,20,0.10,,,
LAB-EXT-040,Epoxy floor coat (per hr),Labour to apply epoxy coating to garage floor for insurance building repair scope item 40,primitive,labour,general,hr,120.00,100.00,percent,20,0.10,,,
LAB-EXT-041,Pressure wash (per hr),Labour to pressure wash external surfaces for insurance building repair scope item 41,primitive,labour,general,hr,122.40,102.00,percent,20,0.10,,,
LAB-EXT-042,Insulation removal (per hr),Labour to remove contaminated insulation for insurance building repair scope item 42,primitive,labour,general,hr,124.80,104.00,percent,20,0.10,,,
LAB-EXT-043,Hoarding erect (per hr),Labour to erect temporary hoarding for insurance building repair scope item 43,primitive,labour,general,hr,127.20,106.00,percent,20,0.10,,,
LAB-EXT-044,Traffic control (per hr),Labour for pedestrian traffic control during works for insurance building repair scope item 44,primitive,labour,general,hr,129.60,108.00,percent,20,0.10,,,
LAB-EXT-045,Dust barrier (per hr),Labour to install zip wall dust barrier for insurance building repair scope item 45,primitive,labour,general,hr,132.00,110.00,percent,20,0.10,,,
LAB-EXT-046,Data and comms work (per hr),Labour for data comms or TV outlet installation for insurance building repair scope item 46,primitive,labour,electrical,hr,134.40,112.00,percent,20,0.10,,,
LAB-EXT-047,Appliance connect (per hr),Labour to connect and test single domestic appliance for insurance building repair scope item 47,primitive,labour,electrical,hr,136.80,114.00,percent,20,0.10,,,
LAB-EXT-048,Appliance install (per hr),Labour to install dishwasher or washing machine for insurance building repair scope item 48,primitive,labour,plumbing,hr,139.20,116.00,percent,20,0.10,,,
LAB-EXT-049,Gas leak make safe (per hr),Labour to isolate gas leak and make safe appliance for insurance building repair scope item 49,primitive,labour,plumbing,hr,141.60,118.00,percent,20,0.10,,,
LAB-EXT-050,Cornice repair (per hr),Labour to repair damaged cornice section for insurance building repair scope item 50,primitive,labour,plastering,hr,84.00,70.00,percent,20,0.10,,,
LAB-EXT-051,Bulkhead build (per hr),Labour to construct plasterboard bulkhead for insurance building repair scope item 51,primitive,labour,plastering,hr,86.40,72.00,percent,20,0.10,,,
LAB-EXT-052,Stair balustrade (per hr),Labour to replace stair balustrade section for insurance building repair scope item 52,primitive,labour,carpentry,hr,88.80,74.00,percent,20,0.10,,,
LAB-EXT-053,Wardrobe fit out (per hr),Labour to install wardrobe fit out kit for insurance building repair scope item 53,primitive,labour,carpentry,hr,91.20,76.00,percent,20,0.10,,,
LAB-EXT-054,Tile waterproof (per hr),Labour to apply liquid waterproof membrane for insurance building repair scope item 54,primitive,labour,general,hr,93.60,78.00,percent,20,0.10,,,
LAB-EXT-055,Epoxy floor coat (per hr),Labour to apply epoxy coating to garage floor for insurance building repair scope item 55,primitive,labour,general,hr,96.00,80.00,percent,20,0.10,,,
LAB-EXT-056,Pressure wash (per hr),Labour to pressure wash external surfaces for insurance building repair scope item 56,primitive,labour,general,hr,98.40,82.00,percent,20,0.10,,,
LAB-EXT-057,Insulation removal (per hr),Labour to remove contaminated insulation for insurance building repair scope item 57,primitive,labour,general,hr,100.80,84.00,percent,20,0.10,,,
LAB-EXT-058,Hoarding erect (per hr),Labour to erect temporary hoarding for insurance building repair scope item 58,primitive,labour,general,hr,103.20,86.00,percent,20,0.10,,,
LAB-EXT-059,Traffic control (per hr),Labour for pedestrian traffic control during works for insurance building repair scope item 59,primitive,labour,general,hr,105.60,88.00,percent,20,0.10,,,
